id,bouquet,price,date,year,quarter,month,day,week,sender_city,sender_province,delivery_city,delivery_province
8145,tulips,40.00,2014-03-11,2014,1,3,11,11,Kraków,Małopolskie,Kraków,Małopolskie
8146,tulips,40.00,2014-03-11,2014,1,3,11,11,Żagań,Lubuskie,Augustów,Podlaskie
8147,tulips,40.00,2014-03-11,2014,1,3,11,11,Elbląg,Warmińsko-Mazurskie,Kraków,Małopolskie
8148,roses,40.00,2014-03-11,2014,1,3,11,11,Płock,Mazowieckie,Opole,Opolskie
8149,roses,40.00,2014-03-12,2014,1,3,12,11,Toruń,Kujawsko-Pomorskie,Gdańsk,Pomorskie
8150,tulips,40.00,2014-03-12,2014,1,3,12,11,Giżycko,Warmińsko-Mazurskie,Warszawa,Mazowieckie
8151,tulips,40.00,2014-03-12,2014,1,3,12,11,Krosno,Podkarpackie,Gniezno,Wielkopolskie
8152,tulips,40.00,2014-03-12,2014,1,3,12,11,Płock,Mazowieckie,Warszawa,Mazowieckie
8153,roses,40.00,2014-03-12,2014,1,3,12,11,Łódź,Łódzkie,Gdańsk,Pomorskie
8154,mix,40.00,2014-03-12,2014,1,3,12,11,Tczew,Pomorskie,Gorzów Wielkopolski,Lubuskie
8155,tulips,40.00,2014-03-12,2014,1,3,12,11,Warszawa,Mazowieckie,Rzeszów,Podkarpackie
8156,mix,40.00,2014-03-12,2014,1,3,12,11,Gdańsk,Pomorskie,Gorzów Wielkopolski,Lubuskie
8157,tulips,40.00,2014-03-12,2014,1,3,12,11,Nowy Sącz,Małopolskie,Poznań,Wielkopolskie
8158,tulips,40.00,2014-03-12,2014,1,3,12,11,Wrocław,Dolnośląskie,Elbląg,Warmińsko-Mazurskie
8159,mix,40.00,2014-03-12,2014,1,3,12,11,Kraków,Małopolskie,Szczecin,Zachodniopomorskie
8160,mix,40.00,2014-03-12,2014,1,3,12,11,Tczew,Pomorskie,Malbork,Pomorskie
8161,tulips,40.00,2014-03-12,2014,1,3,12,11,Łańcut,Podkarpackie,Olsztyn,Warmińsko-Mazurskie
8162,roses,40.00,2014-03-12,2014,1,3,12,11,Katowice,Śląskie,Elbląg,Warmińsko-Mazurskie
8163,tulips,40.00,2014-03-12,2014,1,3,12,11,Wrocław,Dolnośląskie,Jelenia Góra,Dolnośląskie
8164,tulips,40.00,2014-03-12,2014,1,3,12,11,Sieradz,Łódzkie,Lublin,Lubelskie
8165,roses,40.00,2014-03-12,2014,1,3,12,11,Włocławek,Kujawsko-Pomorskie,Szczecin,Zachodniopomorskie
8166,tulips,40.00,2014-03-12,2014,1,3,12,11,Wrocław,Dolnośląskie,Warszawa,Mazowieckie
8167,tulips,40.00,2014-03-12,2014,1,3,12,11,Malbork,Pomorskie,Białystok,Podlaskie
8168,tulips,40.00,2014-03-12,2014,1,3,12,11,Giżycko,Warmińsko-Mazurskie,Przemyśl,Podkarpackie
8169,tulips,40.00,2014-03-12,2014,1,3,12,11,Gdańsk,Pomorskie,Katowice,Śląskie
8170,mix,40.00,2014-03-12,2014,1,3,12,11,Gdańsk,Pomorskie,Malbork,Pomorskie
8171,mix,40.00,2014-03-12,2014,1,3,12,11,Kielce,Świętokrzyskie,Kraków,Małopolskie
8172,tulips,40.00,2014-03-12,2014,1,3,12,11,Katowice,Śląskie,Gdańsk,Pomorskie
8173,roses,40.00,2014-03-12,2014,1,3,12,11,Wrocław,Dolnośląskie,Warszawa,Mazowieckie
8174,tulips,40.00,2014-03-12,2014,1,3,12,11,Koszalin,Zachodniopomorskie,Kluczbork,Opolskie
8175,tulips,40.00,2014-03-13,2014,1,3,13,11,Kraków,Małopolskie,Zielona Góra,Lubuskie
8176,mix,40.00,2014-03-13,2014,1,3,13,11,Olsztyn,Warmińsko-Mazurskie,Elbląg,Warmińsko-Mazurskie
8177,tulips,40.00,2014-03-13,2014,1,3,13,11,Białystok,Podlaskie,Warszawa,Mazowieckie
8178,tulips,40.00,2014-03-13,2014,1,3,13,11,Piła,Wielkopolskie,Ełk,Warmińsko-Mazurskie
8179,mix,40.00,2014-03-13,2014,1,3,13,11,Jelenia Góra,Dolnośląskie,Kraków,Małopolskie
8180,mix,40.00,2014-03-13,2014,1,3,13,11,Radom,Mazowieckie,Warszawa,Mazowieckie
8181,roses,40.00,2014-03-13,2014,1,3,13,11,Zielona Góra,Lubuskie,Wieliczka,Małopolskie
8182,mix,40.00,2014-03-13,2014,1,3,13,11,Toruń,Kujawsko-Pomorskie,Warszawa,Mazowieckie
8183,tulips,40.00,2014-03-13,2014,1,3,13,11,Zgierz,Łódzkie,Mielec,Podkarpackie
8184,roses,40.00,2014-03-13,2014,1,3,13,11,Rzeszów,Podkarpackie,Mielec,Podkarpackie
8185,roses,40.00,2014-03-13,2014,1,3,13,11,Giżycko,Warmińsko-Mazurskie,Kielce,Świętokrzyskie
8186,tulips,40.00,2014-03-13,2014,1,3,13,11,Warszawa,Mazowieckie,Piła,Wielkopolskie
8187,tulips,40.00,2014-03-13,2014,1,3,13,11,Kraków,Małopolskie,Gdańsk,Pomorskie
8188,mix,40.00,2014-03-13,2014,1,3,13,11,Elbląg,Warmińsko-Mazurskie,Poznań,Wielkopolskie
8189,tulips,40.00,2014-03-13,2014,1,3,13,11,Piła,Wielkopolskie,Tczew,Pomorskie
8190,tulips,40.00,2014-03-13,2014,1,3,13,11,Giżycko,Warmińsko-Mazurskie,Mielec,Podkarpackie
8191,roses,40.00,2014-03-13,2014,1,3,13,11,Elbląg,Warmińsko-Mazurskie,Kraków,Małopolskie
8192,roses,40.00,2014-03-13,2014,1,3,13,11,Kraków,Małopolskie,Gdańsk,Pomorskie
8193,mix,40.00,2014-03-13,2014,1,3,13,11,Zgierz,Łódzkie,Gryfice,Zachodniopomorskie
8194,tulips,40.00,2014-03-13,2014,1,3,13,11,Iława,Warmińsko-Mazurskie,Warszawa,Mazowieckie
8195,roses,40.00,2014-03-13,2014,1,3,13,11,Giżycko,Warmińsko-Mazurskie,Kraków,Małopolskie
8196,mix,40.00,2014-03-13,2014,1,3,13,11,Kraków,Małopolskie,Kluczbork,Opolskie
8197,roses,40.00,2014-03-13,2014,1,3,13,11,Łódź,Łódzkie,Nowy Sącz,Małopolskie
8198,mix,40.00,2014-03-13,2014,1,3,13,11,Kolno,Podlaskie,Rzeszów,Podkarpackie
8199,roses,40.00,2014-03-13,2014,1,3,13,11,Kielce,Świętokrzyskie,Łódź,Łódzkie
8200,tulips,40.00,2014-03-13,2014,1,3,13,11,Opole,Opolskie,Poznań,Wielkopolskie
8201,tulips,40.00,2014-03-13,2014,1,3,13,11,Kraków,Małopolskie,Elbląg,Warmińsko-Mazurskie
8202,tulips,40.00,2014-03-13,2014,1,3,13,11,Sieradz,Łódzkie,Kraków,Małopolskie
8203,roses,40.00,2014-03-13,2014,1,3,13,11,Gdańsk,Pomorskie,Kraków,Małopolskie
8204,roses,40.00,2014-03-13,2014,1,3,13,11,Malbork,Pomorskie,Kraków,Małopolskie
8205,tulips,40.00,2014-03-13,2014,1,3,13,11,Częstochowa,Śląskie,Wrocław,Dolnośląskie
8206,tulips,40.00,2014-03-13,2014,1,3,13,11,Tczew,Pomorskie,Warszawa,Mazowieckie
8207,tulips,40.00,2014-03-13,2014,1,3,13,11,Gdańsk,Pomorskie,Łódź,Łódzkie
8208,mix,40.00,2014-03-14,2014,1,3,14,11,Szczecin,Zachodniopomorskie,Wrocław,Dolnośląskie
8209,tulips,40.00,2014-03-14,2014,1,3,14,11,Nowy Targ,Małopolskie,Elbląg,Warmińsko-Mazurskie
8210,mix,40.00,2014-03-14,2014,1,3,14,11,Gorzów Wielkopolski,Lubuskie,Malbork,Pomorskie
8211,roses,40.00,2014-03-14,2014,1,3,14,11,Lublin,Lubelskie,Warszawa,Mazowieckie
8212,roses,40.00,2014-03-14,2014,1,3,14,11,Bydgoszcz,Kujawsko-Pomorskie,Krosno,Podkarpackie
8213,tulips,40.00,2014-03-14,2014,1,3,14,11,Kolno,Podlaskie,Mielec,Podkarpackie
8214,tulips,40.00,2014-03-14,2014,1,3,14,11,Płock,Mazowieckie,Kraków,Małopolskie
8215,mix,40.00,2014-03-14,2014,1,3,14,11,Warszawa,Mazowieckie,Kraków,Małopolskie
8216,mix,40.00,2014-03-14,2014,1,3,14,11,Sieradz,Łódzkie,Kluczbork,Opolskie
8217,tulips,40.00,2014-03-14,2014,1,3,14,11,Gorzów Wielkopolski,Lubuskie,Zielona Góra,Lubuskie
8218,roses,40.00,2014-03-14,2014,1,3,14,11,Wieliczka,Małopolskie,Rzeszów,Podkarpackie
8219,roses,40.00,2014-03-14,2014,1,3,14,11,Gdynia,Pomorskie,Zielona Góra,Lubuskie
8220,mix,40.00,2014-03-14,2014,1,3,14,11,Kraków,Małopolskie,Warszawa,Mazowieckie
8221,roses,40.00,2014-03-14,2014,1,3,14,11,Kraków,Małopolskie,Szczecin,Zachodniopomorskie
8222,tulips,40.00,2014-03-14,2014,1,3,14,11,Sandomierz,Świętokrzyskie,Elbląg,Warmińsko-Mazurskie
8223,tulips,40.00,2014-03-14,2014,1,3,14,11,Suwałki,Podlaskie,Gdańsk,Pomorskie
8224,roses,40.00,2014-03-14,2014,1,3,14,11,Poznań,Wielkopolskie,Kalisz,Wielkopolskie
8225,mix,40.00,2014-03-14,2014,1,3,14,11,Kluczbork,Opolskie,Kraków,Małopolskie
8226,mix,40.00,2014-03-14,2014,1,3,14,11,Kraków,Małopolskie,Warszawa,Mazowieckie
8227,tulips,40.00,2014-03-14,2014,1,3,14,11,Elbląg,Warmińsko-Mazurskie,Sieradz,Łódzkie
8228,tulips,40.00,2014-03-14,2014,1,3,14,11,Wrocław,Dolnośląskie,Chełm,Lubelskie
8229,tulips,40.00,2014-03-14,2014,1,3,14,11,Gdańsk,Pomorskie,Wadowice,Małopolskie
8230,roses,40.00,2014-03-14,2014,1,3,14,11,Gryfice,Zachodniopomorskie,Iława,Warmińsko-Mazurskie
8231,mix,40.00,2014-03-14,2014,1,3,14,11,Krosno,Podkarpackie,Biała Podlaska,Lubelskie
8232,mix,40.00,2014-03-14,2014,1,3,14,11,Suwałki,Podlaskie,Łódź,Łódzkie
8233,roses,40.00,2014-03-14,2014,1,3,14,11,Wieliczka,Małopolskie,Tarnów,Małopolskie
8234,tulips,40.00,2014-03-14,2014,1,3,14,11,Kraków,Małopolskie,Gdynia,Pomorskie
8235,mix,40.00,2014-03-15,2014,1,3,15,11,Kalisz,Wielkopolskie,Bydgoszcz,Kujawsko-Pomorskie
8236,tulips,40.00,2014-03-15,2014,1,3,15,11,Gniezno,Wielkopolskie,Malbork,Pomorskie
8237,roses,40.00,2014-03-15,2014,1,3,15,11,Wrocław,Dolnośląskie,Gdynia,Pomorskie
8238,mix,40.00,2014-03-15,2014,1,3,15,11,Łańcut,Podkarpackie,Gryfice,Zachodniopomorskie
8239,mix,40.00,2014-03-15,2014,1,3,15,11,Bydgoszcz,Kujawsko-Pomorskie,Warszawa,Mazowieckie
8240,tulips,40.00,2014-03-15,2014,1,3,15,11,Kraków,Małopolskie,Iława,Warmińsko-Mazurskie
8241,tulips,40.00,2014-03-15,2014,1,3,15,11,Giżycko,Warmińsko-Mazurskie,Wadowice,Małopolskie
8242,roses,40.00,2014-03-15,2014,1,3,15,11,Kraków,Małopolskie,Lublin,Lubelskie
8243,roses,40.00,2014-03-15,2014,1,3,15,11,Kraków,Małopolskie,Łódź,Łódzkie
8244,roses,40.00,2014-03-15,2014,1,3,15,11,Piła,Wielkopolskie,Warszawa,Mazowieckie
8245,roses,40.00,2014-03-15,2014,1,3,15,11,Chełm,Lubelskie,Kolno,Podlaskie
8246,tulips,40.00,2014-03-15,2014,1,3,15,11,Gdańsk,Pomorskie,Bydgoszcz,Kujawsko-Pomorskie
8247,roses,40.00,2014-03-15,2014,1,3,15,11,Piła,Wielkopolskie,Nowy Targ,Małopolskie
8248,tulips,40.00,2014-03-15,2014,1,3,15,11,Jelenia Góra,Dolnośląskie,Warszawa,Mazowieckie
8249,tulips,40.00,2014-03-15,2014,1,3,15,11,Jelenia Góra,Dolnośląskie,Warszawa,Mazowieckie
8250,tulips,40.00,2014-03-15,2014,1,3,15,11,Warszawa,Mazowieckie,Giżycko,Warmińsko-Mazurskie
8251,mix,40.00,2014-03-15,2014,1,3,15,11,Kraków,Małopolskie,Gryfice,Zachodniopomorskie
8252,mix,40.00,2014-03-15,2014,1,3,15,11,Lublin,Lubelskie,Wrocław,Dolnośląskie
8253,tulips,40.00,2014-03-15,2014,1,3,15,11,Przemyśl,Podkarpackie,Gdańsk,Pomorskie
8254,tulips,40.00,2014-03-15,2014,1,3,15,11,Wrocław,Dolnośląskie,Poznań,Wielkopolskie
8255,mix,40.00,2014-03-15,2014,1,3,15,11,Warszawa,Mazowieckie,Mielec,Podkarpackie
8256,roses,40.00,2014-03-15,2014,1,3,15,11,Gdańsk,Pomorskie,Włocławek,Kujawsko-Pomorskie
8257,tulips,40.00,2014-03-15,2014,1,3,15,11,Łódź,Łódzkie,Żagań,Lubuskie
8258,tulips,40.00,2014-03-15,2014,1,3,15,11,Malbork,Pomorskie,Zgierz,Łódzkie
8259,tulips,40.00,2014-03-15,2014,1,3,15,11,Wrocław,Dolnośląskie,Kraków,Małopolskie
8260,tulips,40.00,2014-03-15,2014,1,3,15,11,Elbląg,Warmińsko-Mazurskie,Nowy Sącz,Małopolskie
8261,tulips,40.00,2014-03-15,2014,1,3,15,11,Elbląg,Warmińsko-Mazurskie,Warszawa,Mazowieckie
8262,roses,40.00,2014-03-15,2014,1,3,15,11,Gniezno,Wielkopolskie,Giżycko,Warmińsko-Mazurskie
8263,roses,40.00,2014-03-15,2014,1,3,15,11,Gdynia,Pomorskie,Kraków,Małopolskie
8264,tulips,40.00,2014-03-15,2014,1,3,15,11,Gdańsk,Pomorskie,Kraków,Małopolskie
8265,tulips,40.00,2014-03-15,2014,1,3,15,11,Zamość,Lubelskie,Biała Podlaska,Lubelskie
8266,roses,40.00,2014-03-15,2014,1,3,15,11,Mielec,Podkarpackie,Rzeszów,Podkarpackie
8267,roses,40.00,2014-03-15,2014,1,3,15,11,Warszawa,Mazowieckie,Poznań,Wielkopolskie
8268,tulips,40.00,2014-03-15,2014,1,3,15,11,Nowy Targ,Małopolskie,Gniezno,Wielkopolskie
8269,mix,40.00,2014-03-15,2014,1,3,15,11,Radom,Mazowieckie,Żagań,Lubuskie
8270,roses,40.00,2014-03-16,2014,1,3,16,11,Tczew,Pomorskie,Rzeszów,Podkarpackie
8271,roses,40.00,2014-03-16,2014,1,3,16,11,Kraków,Małopolskie,Warszawa,Mazowieckie
8272,mix,40.00,2014-03-16,2014,1,3,16,11,Giżycko,Warmińsko-Mazurskie,Bydgoszcz,Kujawsko-Pomorskie
8273,roses,40.00,2014-03-16,2014,1,3,16,11,Włocławek,Kujawsko-Pomorskie,Sandomierz,Świętokrzyskie
8274,roses,40.00,2014-03-16,2014,1,3,16,11,Jelenia Góra,Dolnośląskie,Wrocław,Dolnośląskie
8275,roses,40.00,2014-03-16,2014,1,3,16,11,Łódź,Łódzkie,Lublin,Lubelskie
8276,roses,40.00,2014-03-16,2014,1,3,16,11,Białystok,Podlaskie,Gdańsk,Pomorskie
8277,roses,40.00,2014-03-16,2014,1,3,16,11,Lublin,Lubelskie,Płock,Mazowieckie
8278,roses,40.00,2014-03-16,2014,1,3,16,11,Toruń,Kujawsko-Pomorskie,Wadowice,Małopolskie
8279,roses,40.00,2014-03-16,2014,1,3,16,11,Piła,Wielkopolskie,Gorzów Wielkopolski,Lubuskie
8280,mix,40.00,2014-03-16,2014,1,3,16,11,Ełk,Warmińsko-Mazurskie,Katowice,Śląskie
8281,mix,40.00,2014-03-16,2014,1,3,16,11,Sieradz,Łódzkie,Krosno,Podkarpackie
8282,mix,40.00,2014-03-16,2014,1,3,16,11,Koszalin,Zachodniopomorskie,Nowy Sącz,Małopolskie
8283,mix,40.00,2014-03-16,2014,1,3,16,11,Krosno,Podkarpackie,Warszawa,Mazowieckie
8284,tulips,40.00,2014-03-16,2014,1,3,16,11,Kolno,Podlaskie,Gdynia,Pomorskie
8285,tulips,40.00,2014-03-16,2014,1,3,16,11,Łódź,Łódzkie,Częstochowa,Śląskie
8286,mix,40.00,2014-03-16,2014,1,3,16,11,Kluczbork,Opolskie,Warszawa,Mazowieckie
8287,roses,40.00,2014-03-16,2014,1,3,16,11,Kraków,Małopolskie,Warszawa,Mazowieckie
8288,mix,40.00,2014-03-16,2014,1,3,16,11,Warszawa,Mazowieckie,Zielona Góra,Lubuskie
8289,roses,40.00,2014-03-16,2014,1,3,16,11,Zielona Góra,Lubuskie,Wrocław,Dolnośląskie
8290,mix,40.00,2014-03-16,2014,1,3,16,11,Kielce,Świętokrzyskie,Warszawa,Mazowieckie
8291,tulips,40.00,2014-03-16,2014,1,3,16,11,Rzeszów,Podkarpackie,Warszawa,Mazowieckie
8292,tulips,40.00,2014-03-16,2014,1,3,16,11,Nowy Targ,Małopolskie,Iława,Warmińsko-Mazurskie
8293,roses,40.00,2014-03-16,2014,1,3,16,11,Jelenia Góra,Dolnośląskie,Rzeszów,Podkarpackie
8294,roses,40.00,2014-03-16,2014,1,3,16,11,Ełk,Warmińsko-Mazurskie,Kluczbork,Opolskie
8295,tulips,40.00,2014-03-16,2014,1,3,16,11,Nowy Targ,Małopolskie,Gorzów Wielkopolski,Lubuskie
8296,roses,40.00,2014-03-16,2014,1,3,16,11,Lublin,Lubelskie,Szczecin,Zachodniopomorskie
8297,tulips,40.00,2014-03-16,2014,1,3,16,11,Łańcut,Podkarpackie,Opole,Opolskie
8298,roses,40.00,2014-03-16,2014,1,3,16,11,Zgierz,Łódzkie,Rzeszów,Podkarpackie
8299,roses,40.00,2014-03-16,2014,1,3,16,11,Warszawa,Mazowieckie,Gorzów Wielkopolski,Lubuskie
8300,tulips,40.00,2014-03-16,2014,1,3,16,11,Kraków,Małopolskie,Przemyśl,Podkarpackie
8301,roses,40.00,2014-03-17,2014,1,3,17,12,Gdańsk,Pomorskie,Warszawa,Mazowieckie
8302,tulips,40.00,2014-03-17,2014,1,3,17,12,Nowy Sącz,Małopolskie,Wieliczka,Małopolskie
8303,tulips,40.00,2014-03-17,2014,1,3,17,12,Kalisz,Wielkopolskie,Kluczbork,Opolskie
8304,roses,40.00,2014-03-17,2014,1,3,17,12,Łódź,Łódzkie,Poznań,Wielkopolskie
8305,tulips,40.00,2014-03-17,2014,1,3,17,12,Gdańsk,Pomorskie,Gryfice,Zachodniopomorskie
8306,mix,40.00,2014-03-17,2014,1,3,17,12,Nowy Targ,Małopolskie,Kraków,Małopolskie
8307,tulips,40.00,2014-03-17,2014,1,3,17,12,Warszawa,Mazowieckie,Głogów,Dolnośląskie
8308,mix,40.00,2014-03-17,2014,1,3,17,12,Kluczbork,Opolskie,Augustów,Podlaskie
8309,roses,40.00,2014-03-17,2014,1,3,17,12,Piła,Wielkopolskie,Piła,Wielkopolskie
8310,roses,40.00,2014-03-17,2014,1,3,17,12,Kalisz,Wielkopolskie,Zielona Góra,Lubuskie
8311,mix,40.00,2014-03-17,2014,1,3,17,12,Gniezno,Wielkopolskie,Szczecin,Zachodniopomorskie
8312,tulips,40.00,2014-03-17,2014,1,3,17,12,Ełk,Warmińsko-Mazurskie,Łańcut,Podkarpackie
8313,tulips,40.00,2014-03-17,2014,1,3,17,12,Kalisz,Wielkopolskie,Poznań,Wielkopolskie
8314,tulips,40.00,2014-03-17,2014,1,3,17,12,Katowice,Śląskie,Zgierz,Łódzkie
8315,tulips,40.00,2014-03-17,2014,1,3,17,12,Augustów,Podlaskie,Bydgoszcz,Kujawsko-Pomorskie
8316,tulips,40.00,2014-03-17,2014,1,3,17,12,Wadowice,Małopolskie,Wadowice,Małopolskie
8317,tulips,40.00,2014-03-17,2014,1,3,17,12,Kraków,Małopolskie,Krosno,Podkarpackie
8318,mix,40.00,2014-03-17,2014,1,3,17,12,Poznań,Wielkopolskie,Warszawa,Mazowieckie
8319,roses,40.00,2014-03-17,2014,1,3,17,12,Gniezno,Wielkopolskie,Iława,Warmińsko-Mazurskie
8320,roses,40.00,2014-03-17,2014,1,3,17,12,Włocławek,Kujawsko-Pomorskie,Zgierz,Łódzkie
8321,tulips,40.00,2014-03-17,2014,1,3,17,12,Łańcut,Podkarpackie,Zielona Góra,Lubuskie
8322,mix,40.00,2014-03-17,2014,1,3,17,12,Kolno,Podlaskie,Elbląg,Warmińsko-Mazurskie
8323,roses,40.00,2014-03-17,2014,1,3,17,12,Kraków,Małopolskie,Wadowice,Małopolskie
8324,roses,40.00,2014-03-17,2014,1,3,17,12,Warszawa,Mazowieckie,Opole,Opolskie
8325,mix,40.00,2014-03-17,2014,1,3,17,12,Wadowice,Małopolskie,Suwałki,Podlaskie
8326,tulips,40.00,2014-03-18,2014,1,3,18,12,Gdańsk,Pomorskie,Warszawa,Mazowieckie
8327,roses,40.00,2014-03-18,2014,1,3,18,12,Gdańsk,Pomorskie,Warszawa,Mazowieckie
8328,mix,40.00,2014-03-18,2014,1,3,18,12,Chełm,Lubelskie,Iława,Warmińsko-Mazurskie
8329,tulips,40.00,2014-03-18,2014,1,3,18,12,Gdańsk,Pomorskie,Łódź,Łódzkie
8330,mix,40.00,2014-03-18,2014,1,3,18,12,Warszawa,Mazowieckie,Słupsk,Pomorskie
8331,tulips,40.00,2014-03-18,2014,1,3,18,12,Gdańsk,Pomorskie,Wadowice,Małopolskie
8332,tulips,40.00,2014-03-18,2014,1,3,18,12,Łódź,Łódzkie,Wieliczka,Małopolskie
8333,tulips,40.00,2014-03-18,2014,1,3,18,12,Gdańsk,Pomorskie,Warszawa,Mazowieckie
8334,roses,40.00,2014-03-18,2014,1,3,18,12,Zielona Góra,Lubuskie,Słupsk,Pomorskie
8335,mix,40.00,2014-03-18,2014,1,3,18,12,Tczew,Pomorskie,Rzeszów,Podkarpackie
8336,tulips,40.00,2014-03-18,2014,1,3,18,12,Głogów,Dolnośląskie,Gdańsk,Pomorskie
8337,roses,40.00,2014-03-18,2014,1,3,18,12,Zgierz,Łódzkie,Zgierz,Łódzkie
8338,tulips,40.00,2014-03-18,2014,1,3,18,12,Poznań,Wielkopolskie,Poznań,Wielkopolskie
8339,tulips,40.00,2014-03-18,2014,1,3,18,12,Warszawa,Mazowieckie,Augustów,Podlaskie
8340,roses,40.00,2014-03-18,2014,1,3,18,12,Iława,Warmińsko-Mazurskie,Poznań,Wielkopolskie
8341,mix,40.00,2014-03-18,2014,1,3,18,12,Giżycko,Warmińsko-Mazurskie,Poznań,Wielkopolskie
8342,mix,40.00,2014-03-18,2014,1,3,18,12,Giżycko,Warmińsko-Mazurskie,Katowice,Śląskie
8343,mix,40.00,2014-03-18,2014,1,3,18,12,Lublin,Lubelskie,Nowy Targ,Małopolskie
8344,tulips,40.00,2014-03-18,2014,1,3,18,12,Nowy Targ,Małopolskie,Kraków,Małopolskie
8345,tulips,40.00,2014-03-18,2014,1,3,18,12,Malbork,Pomorskie,Rzeszów,Podkarpackie
8346,mix,40.00,2014-03-18,2014,1,3,18,12,Żagań,Lubuskie,Głogów,Dolnośląskie
8347,roses,40.00,2014-03-18,2014,1,3,18,12,Nowy Targ,Małopolskie,Kraków,Małopolskie
8348,tulips,40.00,2014-03-18,2014,1,3,18,12,Sandomierz,Świętokrzyskie,Łańcut,Podkarpackie
8349,roses,40.00,2014-03-18,2014,1,3,18,12,Warszawa,Mazowieckie,Suwałki,Podlaskie
8350,tulips,40.00,2014-03-18,2014,1,3,18,12,Warszawa,Mazowieckie,Poznań,Wielkopolskie
8351,roses,40.00,2014-03-18,2014,1,3,18,12,Chełm,Lubelskie,Sopot,Pomorskie
8352,roses,40.00,2014-03-18,2014,1,3,18,12,Nowy Targ,Małopolskie,Warszawa,Mazowieckie
8353,mix,40.00,2014-03-18,2014,1,3,18,12,Białystok,Podlaskie,Elbląg,Warmińsko-Mazurskie
8354,mix,40.00,2014-03-18,2014,1,3,18,12,Wrocław,Dolnośląskie,Łódź,Łódzkie
8355,tulips,40.00,2014-03-19,2014,1,3,19,12,Tarnów,Małopolskie,Poznań,Wielkopolskie
8356,tulips,40.00,2014-03-19,2014,1,3,19,12,Rzeszów,Podkarpackie,Augustów,Podlaskie
8357,roses,40.00,2014-03-19,2014,1,3,19,12,Warszawa,Mazowieckie,Warszawa,Mazowieckie
8358,tulips,40.00,2014-03-19,2014,1,3,19,12,Mielec,Podkarpackie,Warszawa,Mazowieckie
8359,tulips,40.00,2014-03-19,2014,1,3,19,12,Wadowice,Małopolskie,Gorzów Wielkopolski,Lubuskie
8360,mix,40.00,2014-03-19,2014,1,3,19,12,Zamość,Lubelskie,Biała Podlaska,Lubelskie
8361,roses,40.00,2014-03-19,2014,1,3,19,12,Kraków,Małopolskie,Zamość,Lubelskie
8362,tulips,40.00,2014-03-19,2014,1,3,19,12,Gryfice,Zachodniopomorskie,Poznań,Wielkopolskie
8363,roses,40.00,2014-03-19,2014,1,3,19,12,Sieradz,Łódzkie,Warszawa,Mazowieckie
8364,roses,40.00,2014-03-19,2014,1,3,19,12,Włocławek,Kujawsko-Pomorskie,Białystok,Podlaskie
8365,mix,40.00,2014-03-19,2014,1,3,19,12,Wrocław,Dolnośląskie,Gdańsk,Pomorskie
8366,tulips,40.00,2014-03-19,2014,1,3,19,12,Kraków,Małopolskie,Koszalin,Zachodniopomorskie
8367,mix,40.00,2014-03-19,2014,1,3,19,12,Lublin,Lubelskie,Płock,Mazowieckie
8368,mix,40.00,2014-03-19,2014,1,3,19,12,Poznań,Wielkopolskie,Częstochowa,Śląskie
8369,mix,40.00,2014-03-19,2014,1,3,19,12,Kraków,Małopolskie,Gdańsk,Pomorskie
8370,tulips,40.00,2014-03-19,2014,1,3,19,12,Przemyśl,Podkarpackie,Toruń,Kujawsko-Pomorskie
8371,tulips,40.00,2014-03-19,2014,1,3,19,12,Kraków,Małopolskie,Wrocław,Dolnośląskie
8372,tulips,40.00,2014-03-19,2014,1,3,19,12,Warszawa,Mazowieckie,Radom,Mazowieckie
8373,tulips,40.00,2014-03-19,2014,1,3,19,12,Warszawa,Mazowieckie,Łańcut,Podkarpackie
8374,roses,40.00,2014-03-19,2014,1,3,19,12,Bielsko-Biała,Śląskie,Kraków,Małopolskie
8375,tulips,40.00,2014-03-19,2014,1,3,19,12,Warszawa,Mazowieckie,Gryfice,Zachodniopomorskie
8376,tulips,40.00,2014-03-19,2014,1,3,19,12,Głogów,Dolnośląskie,Gdańsk,Pomorskie
8377,tulips,40.00,2014-03-19,2014,1,3,19,12,Wrocław,Dolnośląskie,Iława,Warmińsko-Mazurskie
8378,tulips,40.00,2014-03-19,2014,1,3,19,12,Gdańsk,Pomorskie,Giżycko,Warmińsko-Mazurskie
8379,mix,40.00,2014-03-19,2014,1,3,19,12,Gdańsk,Pomorskie,Łódź,Łódzkie
8380,tulips,40.00,2014-03-19,2014,1,3,19,12,Zielona Góra,Lubuskie,Częstochowa,Śląskie
8381,tulips,40.00,2014-03-19,2014,1,3,19,12,Kraków,Małopolskie,Nowy Targ,Małopolskie
8382,roses,40.00,2014-03-19,2014,1,3,19,12,Poznań,Wielkopolskie,Łańcut,Podkarpackie
8383,roses,40.00,2014-03-19,2014,1,3,19,12,Ełk,Warmińsko-Mazurskie,Katowice,Śląskie
8384,mix,40.00,2014-03-19,2014,1,3,19,12,Suwałki,Podlaskie,Sandomierz,Świętokrzyskie
8385,tulips,40.00,2014-03-20,2014,1,3,20,12,Giżycko,Warmińsko-Mazurskie,Bielsko-Biała,Śląskie
8386,roses,40.00,2014-03-20,2014,1,3,20,12,Sopot,Pomorskie,Tarnów,Małopolskie
8387,tulips,40.00,2014-03-20,2014,1,3,20,12,Rzeszów,Podkarpackie,Giżycko,Warmińsko-Mazurskie
